ID,名前,肩書き,シリーズ番号,シリーズ,手持ち1,手持ち2,手持ち3,手持ち4,手持ち5,手持ち6,画像ファイル,くれるもの,地方,会える場所,表示順,タイプ,アニメ登場回
1089,フトシ,カラテおう,5b,ブラック2・ホワイト2,ドテッコツ,,,,,,02_karateou.PNG,1312円,イッシュ地方,13ばんどうろ,13,,
1090,ハルミチ,カラテおう,5b,ブラック2・ホワイト2,ヘラクロス,,,,,,02_karateou.PNG,1344円,イッシュ地方,12ばんどうろ,13,,
1091,コウヘイ,カラテおう,5b,ブラック2・ホワイト2,イワパレス,,,,,,02_karateou.PNG,1504円,イッシュ地方,21ばんすいどう,13,,
1092,ガンジロウ,カラテおう,5b,ブラック2・ホワイト2,ダンゴロ,ダンゴロ,ダンゴロ,ダンゴロ,,,02_karateou.PNG,1408円,イッシュ地方,うみべのどうけつ,13,,
1093,リイチ,カラテおう,5b,ブラック2・ホワイト2,ドテッコツ,,,,,,02_karateou.PNG,1504円,イッシュ地方,うみべのどうけつ,13,,
1094,リュウスケ,カラテおう,5b,ブラック2・ホワイト2,ズルズキン,,,,,,02_karateou.PNG,1504円,イッシュ地方,うみべのどうけつ,13,,
1095,シンペイ,カラテおう,5b,ブラック2・ホワイト2,ダゲキ,,,,,,02_karateou.PNG,1696円,イッシュ地方,23ばんどうろ,13,,
1096,テツジ,カラテおう,5b,ブラック2・ホワイト2,ドテッコツ,ズルズキン,,,,,02_karateou.PNG,1696円,イッシュ地方,23ばんどうろ,13,,
1097,ケンキチ,カラテおう,5b,ブラック2・ホワイト2,ヘラクロス,ローブシン,ギガイアス,,,,02_karateou.PNG,1664円,イッシュ地方,14ばんどうろ,13,,
1098,タツマ,カラテおう,5b,ブラック2・ホワイト2,カイロス,ヘラクロス,,,,,02_karateou.PNG,1728円,イッシュ地方,チャンピオンロード,13,,
1099,ケンタロウ,カラテおう,5b,ブラック2・ホワイト2,バルキー,ズルズキン,マクノシタ,,,,02_karateou.PNG,1952円,イッシュ地方,ヤグルマのもり,13,,
1100,タダシ,カラテおう,5b,ブラック2・ホワイト2,ダゲキ,ローブシン,キノガッサ,,,,02_karateou.PNG,1984円,イッシュ地方,ちかすいみゃくのあな,13,,
1101,トウシ,カラテおう,5b,ブラック2・ホワイト2,ナゲキ,カイリキー,カポエラー,,,,02_karateou.PNG,1984円,イッシュ地方,ちかすいみゃくのあな,13,,
1102,レツジ,カラテおう,5b,ブラック2・ホワイト2,ハリテヤマ,ナゲキ,カポエラー,,,,02_karateou.PNG,2080円,イッシュ地方,18ばんどうろ,13,,
1103,フミヒト,カラテおう,5b,ブラック2・ホワイト2,マンキー,ヘラクロス,ローブシン,,,,02_karateou.PNG,1952円,イッシュ地方,ビッグスタジアム、リトルコート,13,,
1104,ツヨシ,カラテおう,6,X・Y,ワンリキー,,,,,,02_karateou.PNG,960円,カロス地方,8ばんどうろ,14,,
1105,マサタカ,カラテおう,6,X・Y,ダゲキ,,,,,,02_karateou.PNG,1344円,カロス地方,うつしみのどうくつ,14,,
1106,ウォング,カラテおう,6,X・Y,ゴーリキー,,,,,,02_karateou.PNG,600円,カロス地方,ミアレシティ路地裏,14,,
1107,フミヒト,カラテおう,6,X・Y,ズルズキン,ナゲキ,,,,,02_karateou.PNG,2112円,カロス地方,フロストケイブ,14,,
1108,ケンジ,カラテおう,6,X・Y,ドテッコツ,,,,,,02_karateou.PNG,2208円,カロス地方,フロストケイブ,14,,
1109,タクマ,カラテおう,6,X・Y,ダゲキ,ゴロンダ,,,,,02_karateou.PNG,2400円,カロス地方,18ばんどうろ,14,,
1110,アラシ,カラテおう,6,X・Y,ドクロッグ,ダゲキ,,,,,02_karateou.PNG,2400円,カロス地方,ついのどうくつ,14,,
1111,タダシ,カラテおう,6,X・Y,ハリテヤマ,,,,,,02_karateou.PNG,2496円,カロス地方,ついのどうくつ,14,,
1112,ヒトシ,カラテおう,6,X・Y,カイリキー,,,,,,02_karateou.PNG,2880円,カロス地方,チャンピオンロード洞窟,14,,
1113,ニコラ,カラテおう,6,X・Y,ゴロンダ,ヘラクロス,,,,,02_karateou.PNG,2784円,カロス地方,チャンピオンロード洞窟,14,,
1114,パンクレアス,カラテおう,3c,オメガルビー・アルファサファイア,ニドキング,ボスゴドラ,ラムパルド,,,,02_karateou.PNG,2080円,ホウエン地方,キンセツキッチン,15,,
1115,ワザリ,カラテおう,7,サン・ムーン,マクノシタ（ハリテヤマ）,,,,,,02_karateou.PNG,416円、1760円,アローラ地方,バトルバイキング,16,,
1116,レツジ,カラテおう,7,サン・ムーン,ハリテヤマ,,,,,,02_karateou.PNG,736円,アローラ地方,ディグダトンネル,16,,
1117,ケンジ,カラテおう,7,サン・ムーン,ハリテヤマ,,,,,,02_karateou.PNG,768円,アローラ地方,アーカラじまはずれ,16,,
1118,テツジ,カラテおう,7,サン・ムーン,ハリテヤマ,,,,,,02_karateou.PNG,896円,アローラ地方,11ばんどうろ,16,,
1119,イワオ,カラテおう,7,サン・ムーン,ニョロボン,,,,,,02_karateou.PNG,1472円,アローラ地方,ポニのだいきょうこく,16,,
1120,タダシ,カラテおう,7,サン・ムーン,カイリキー,,,,,,02_karateou.PNG,1472円,アローラ地方,ポニのだいきょうこく,16,,
1121,リュウジ,カラテおう,7,サン・ムーン,ケケンカニ,,,,,,02_karateou.PNG,1792円,アローラ地方,ポニのじゅりん,16,,
1122,トクマ,カラテおう,7,サン・ムーン,オコリザル,ルカリオ,,,,,02_karateou.PNG,1792円,アローラ地方,1ばんどうろ,16,,
1123,タクマ,カラテおう,7,サン・ムーン,ゴロンダ,カイリキー,,,,,02_karateou.PNG,1920円,アローラ地方,ポニのけんろ,16,,
1124,ワザリ,カラテおう,7b,ウルトラサン・ウルトラムーン,ワンリキー（カイリキー）,,,,,,02_karateou.PNG,480円、1760円,アローラ地方,バトルバイキング,17,,
1125,クスオ,カラテおう,7b,ウルトラサン・ウルトラムーン,ルチャブル,,,,,,02_karateou.PNG,576円,アローラ地方,メレメレかい,17,,
1126,ケンジ,カラテおう,7b,ウルトラサン・ウルトラムーン,マケンカニ,,,,,,02_karateou.PNG,800円,アローラ地方,アーカラじまはずれ,17,,
1127,タケヒコ,カラテおう,7b,ウルトラサン・ウルトラムーン,マンキー,,,,,,02_karateou.PNG,832円,アローラ地方,ハノハノビーチ,17,,
1128,カズキ,カラテおう,7b,ウルトラサン・ウルトラムーン,キテルグマ,,,,,,02_karateou.PNG,960円,アローラ地方,11ばんどうろ,17,,
1129,テツジ,カラテおう,7b,ウルトラサン・ウルトラムーン,ハリテヤマ,,,,,,02_karateou.PNG,960円,アローラ地方,11ばんどうろ,17,,
1130,トキオ,カラテおう,7b,ウルトラサン・ウルトラムーン,ニョロボン,,,,,,02_karateou.PNG,1504円,アローラ地方,ポニのだいきょうこく,17,,
1131,タダシ,カラテおう,7b,ウルトラサン・ウルトラムーン,ケケンカニ,,,,,,02_karateou.PNG,1504円,アローラ地方,ポニのだいきょうこく,17,,
1132,リュウジ,カラテおう,7b,ウルトラサン・ウルトラムーン,コジョンド,,,,,,02_karateou.PNG,1792円,アローラ地方,ポニのじゅりん,17,,
1133,トクマ,カラテおう,7b,ウルトラサン・ウルトラムーン,オコリザル,ヘラクロス,,,,,02_karateou.PNG,1792円,アローラ地方,1ばんどうろ,17,,
1134,タクマ,カラテおう,7b,ウルトラサン・ウルトラムーン,ルチャブル,カイリキー,,,,,02_karateou.PNG,1984円,アローラ地方,ポニのけんろ,17,,
1135,ヒデナガ,からておう,8,ソード・シールド,モンメン,,,,,,02_karateou.PNG,128円,ガラル地方,ナックルシティ,19,,
1136,ケンジ,からておう,8,ソード・シールド,オトスパス,,,,,,02_karateou.PNG,2624円,ガラル地方,9ばんどうろ,19,,
1137,タクマ,からておう,8,ソード・シールド,ダゲキ,ナゲキ,,,,,02_karateou.PNG,2624円,ガラル地方,9ばんどうろ,19,,
1138,ハルノブ,からておう,pv,Let's go!ピカチュウ・Let's go!イーブイ,マンキー,,,,,,02_karateou.PNG,644円、モンスターボール3個,カントー地方,9ばんどうろ,18,,
1139,トクオ,からておう,pv,Let's go!ピカチュウ・Let's go!イーブイ,イワーク,,,,,,02_karateou.PNG,672円、モンスターボール3個,カントー地方,イワヤマトンネル,18,,
1140,ダイチ,からておう,pv,Let's go!ピカチュウ・Let's go!イーブイ,マンキー,ニョロゾ,,,,,02_karateou.PNG,672円、モンスターボール3個,カントー地方,イワヤマトンネル,18,,
1141,トシオ,からておう,pv,Let's go!ピカチュウ・Let's go!イーブイ,ワンリキー,ワンリキー,,,,,02_karateou.PNG,672円、モンスターボール3個,カントー地方,イワヤマトンネル,18,,
1142,イワオ,からておう,pv,Let's go!ピカチュウ・Let's go!イーブイ,オコリザル,,,,,,02_karateou.PNG,868円、モンスターボール3個,カントー地方,かくとうどうじょう,18,,
1143,タツマ,からておう,pv,Let's go!ピカチュウ・Let's go!イーブイ,ゴローン,,,,,,02_karateou.PNG,868円、モンスターボール3個,カントー地方,かくとうどうじょう,18,,
1144,タイキ,からておう,pv,Let's go!ピカチュウ・Let's go!イーブイ,ニョロゾ,,,,,,02_karateou.PNG,868円、モンスターボール3個,カントー地方,かくとうどうじょう,18,,
1145,ノボル,からておう,pv,Let's go!ピカチュウ・Let's go!イーブイ,ゴーリキー,,,,,,02_karateou.PNG,868円、モンスターボール3個,カントー地方,かくとうどうじょう,18,,
1146,シロウ,からておう,pv,Let's go!ピカチュウ・Let's go!イーブイ,ゴローン,,,,,,02_karateou.PNG,1316円,カントー地方,トキワジム,18,,
1147,タダシ,からておう,pv,Let's go!ピカチュウ・Let's go!イーブイ,サワムラー,ニョロボン,,,,,02_karateou.PNG,1316円、モンスターボール3個,カントー地方,チャンピオンロード,18,,
1148,タイヘイ,からておう,pv,Let's go!ピカチュウ・Let's go!イーブイ,マンキー,,,,,,02_karateou.PNG,,カントー地方,5ばんどうろ,18,,
1149,ヒロキ,からておう,pv,Let's go!ピカチュウ・Let's go!イーブイ,オコリザル,,,,,,02_karateou.PNG,,カントー地方,11ばんどうろ,18,,
1150,タツオミ,からておう,pv,Let's go!ピカチュウ・Let's go!イーブイ,ニョロボン,,,,,,02_karateou.PNG,,カントー地方,ハナダシティ,18,,
1151,マサシゲ,からておう,pv,Let's go!ピカチュウ・Let's go!イーブイ,ワンリキー,,,,,,02_karateou.PNG,,カントー地方,シルフカンパニー,18,,
1152,シュウジ,からておう,pv,Let's go!ピカチュウ・Let's go!イーブイ,ゴーリキー,,,,,,02_karateou.PNG,,カントー地方,セキチクシティ,18,,
1153,タクマ,からておう,pv,Let's go!ピカチュウ・Let's go!イーブイ,カイリキー,,,,,,02_karateou.PNG,,カントー地方,クチバシティ,18,,
1154,ケンジ,からておう,pv,Let's go!ピカチュウ・Let's go!イーブイ,サワムラー,,,,,,02_karateou.PNG,,カントー地方,かくとうどうじょう,18,,
1155,ツヨシ,からておう,pv,Let's go!ピカチュウ・Let's go!イーブイ,エビワラー,,,,,,02_karateou.PNG,,カントー地方,かくとうどうじょう,18,,
1156,テツヤ,からておう,9,スカーレット・バイオレット,イワンコ,グルトン,マクノシタ,,,,02_karateou.PNG,1920円,パルデア地方,南1番エリア,22,,
1157,ヒロカズ,からておう,9,スカーレット・バイオレット,リオル,,,,,,02_karateou.PNG,840円,パルデア地方,西1番エリア,22,,
1158,エイキチ,からておう,9,スカーレット・バイオレット,アサナン,,,,,,02_karateou.PNG,900円,パルデア地方,西1番エリア,22,,
1159,サイタロウ,からておう,9,スカーレット・バイオレット,グレッグル,,,,,,02_karateou.PNG,1020円,パルデア地方,南4番エリア,22,,
1160,ユウサク,からておう,9,スカーレット・バイオレット,タイレーツ,,,,,,02_karateou.PNG,1140円,パルデア地方,南4番エリア,22,,
1161,ダイチ,からておう,9,スカーレット・バイオレット,マンキー,,,,,,02_karateou.PNG,1080円,パルデア地方,南5番エリア,22,,
1162,カツヒコ,からておう,9,スカーレット・バイオレット,カルボウ,ヘラクロス,,,,,02_karateou.PNG,1260円,パルデア地方,南5番エリア,22,,
1163,コウセイ,からておう,9,スカーレット・バイオレット,ルチャブル,,,,,,02_karateou.PNG,1260円,パルデア地方,ロースト砂漠,22,,
1164,テツオ,からておう,9,スカーレット・バイオレット,キノガッサ,ヘラクロス,,,,,02_karateou.PNG,4320円,パルデア地方,ロースト砂漠,22,,
1165,ユウイチロウ,からておう,9,スカーレット・バイオレット,ハリテヤマ,,,,,,02_karateou.PNG,1440円,パルデア地方,東3番エリア,22,,
1166,ヘイジ,からておう,9,スカーレット・バイオレット,チャーレム,,,,,,02_karateou.PNG,2100円,パルデア地方,ナッペ山,22,,
1167,ジロウ,からておう,9,スカーレット・バイオレット,オコリザル,,,,,,02_karateou.PNG,2100円,パルデア地方,ナッペ山,22,,
1168,タイチ,からておう,9,スカーレット・バイオレット,パーモット,,,,,,02_karateou.PNG,2100円,パルデア地方,ナッペ山,22,,
1169,ヨシロウ,からておう,9,スカーレット・バイオレット,ルカリオ,,,,,,02_karateou.PNG,2160円,パルデア地方,ナッペ山,22,,
1170,シンスケ,からておう,9,スカーレット・バイオレット,ナゲツケサル,オコリザル,,,,,02_karateou.PNG,2280円,パルデア地方,南6番エリア,22,,
1171,ツヨシ,からておう,9,スカーレット・バイオレット,ドクロッグ,ケンタロス（パルデアのすがた）,エルレイド,,,,02_karateou.PNG,3180円,パルデア地方,北2番エリア,22,,
1172,ホクト,からておう,9,スカーレット・バイオレット,ドッコラー,ドテッコツ,,,,,02_karateou.PNG,1000円、3696円,パルデア地方,楽土の荒地,22,,
1173,ユウキ,主人公（ライバル）,3,ルビー・サファイア,,,,,,,03syujinko_m.PNG,,ホウエン地方,,6,,
1174,ハルカ,主人公（ライバル）,3,ルビー・サファイア,,,,,,,03syujinko_f.PNG,,ホウエン地方,,6,,
1175,リクヤ,主人公,3,ルビー・サファイア,,,,,,,03syujinko_m.PNG,,ホウエン地方,,6,,
1176,ヒロアキ,主人公,3,ルビー・サファイア,,,,,,,03syujinko_m.PNG,,ホウエン地方,,6,,
1177,ヒトシ,主人公,3,ルビー・サファイア,,,,,,,03syujinko_m.PNG,,ホウエン地方,,6,,
1178,ケイ,主人公,3,ルビー・サファイア,,,,,,,03syujinko_m.PNG,,ホウエン地方,,6,,
1179,カイト,主人公,3,ルビー・サファイア,,,,,,,03syujinko_m.PNG,,ホウエン地方,,6,,
1180,イツオ,主人公,3b,エメラルド,,,,,,,03syujinko_m.PNG,,ホウエン地方,,8,,
1181,ギョク,主人公,3b,エメラルド,,,,,,,03syujinko_m.PNG,,ホウエン地方,,8,,
1182,シュウサク,主人公,3b,エメラルド,,,,,,,03syujinko_m.PNG,,ホウエン地方,,8,,
1183,セイゴ,主人公,3b,エメラルド,,,,,,,03syujinko_m.PNG,,ホウエン地方,,8,,
1184,ダイサク,主人公,3b,エメラルド,,,,,,,03syujinko_m.PNG,,ホウエン地方,,8,,
1185,タカヒト,主人公,3b,エメラルド,,,,,,,03syujinko_m.PNG,,ホウエン地方,,8,,
1186,タツヤ,主人公,3b,エメラルド,,,,,,,03syujinko_m.PNG,,ホウエン地方,,8,,
1187,ダニエル,主人公,3b,エメラルド,,,,,,,03syujinko_m.PNG,,ホウエン地方,,8,,
1188,テルキ,主人公,3b,エメラルド,,,,,,,03syujinko_m.PNG,,ホウエン地方,,8,,
1189,トム,主人公,3b,エメラルド,,,,,,,03syujinko_m.PNG,,ホウエン地方,,8,,
